id,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ003301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003309,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003310,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003311,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003312,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003314,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003317,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003330,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003338,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003339,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003348,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003349,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003350,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003351,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003360,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003366,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003370,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003379,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003380,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003382,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003389,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003390,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003393,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003400,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003408,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003410,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003411,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003422,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003425,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003430,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003432,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003440,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003446,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003450,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003460,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003470,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003471,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003473,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003478,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003480,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003484,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003486,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003489,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003490,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003491,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003494,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003495,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003499,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003501,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003508,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003510,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003518,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003520,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003528,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003529,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003530,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003535,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003540,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003541,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003543,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003550,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003559,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003560,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003562,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003563,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003569,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003570,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003575,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003578,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003580,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003582,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003585,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003589,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003590,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ003591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003593,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003598,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003601,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003602,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003603,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003612,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003614,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003620,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003621,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003630,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003631,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003635,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003639,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003640,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ003647,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ003648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ003651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ003652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003655,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ003656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ003657,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
